sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_N,145.3907,50,35,20,5190.648256,0.40953087,24.77029678,13632.49094
OAT_N,133.7905,50,35,20,5116.771125,0.392495974,23.04158025,13572.32366
OAT_N,146.7727,50,35,20,5199.449672,0.411560337,24.97624894,13639.65902
OAT_N,124.3279,50,35,20,5056.507532,0.378600143,21.63141896,13523.24357
OAT_N,120.777,50,35,20,5033.893241,0.373385646,21.10224709,13504.82595
OAT_N,120.317,50,35,20,5030.963681,0.372710136,21.03369572,13502.44005
OAT_N,127.7828,50,35,20,5078.510437,0.383673665,22.14628446,13541.16325
OAT_N,135.7667,50,35,20,5129.356769,0.395398024,23.3360829,13582.57371
OAT_N,137.3798,50,35,20,5139.629971,0.397766861,23.57647467,13590.94044
OAT_N,127.1031,50,35,20,5074.181694,0.382675525,22.04499236,13537.63782
OAT_N,143.9114,50,35,20,5181.227173,0.407358518,24.54984451,13624.81819
OAT_N,138.2528,50,35,20,5145.189766,0.399048862,23.70657325,13595.46847
OAT_N,122.8904,50,35,20,5047.352657,0.376489174,21.41719593,13515.78762
OAT_N,125.6086,50,35,20,5064.663809,0.380480852,21.82227492,13529.88623
OAT_N,124.2198,50,35,20,5055.819085,0.378441399,21.61530939,13522.68288
OAT_N,131.7759,50,35,20,5103.940927,0.389537533,22.74135506,13561.87444
OAT_N,147.9104,50,35,20,5206.695238,0.41323105,25.14579436,13645.55998
OAT_N,127.7481,50,35,20,5078.289446,0.383622708,22.1411133,13540.98327
OAT_N,125.3215,50,35,20,5062.835381,0.380059245,21.77948992,13528.39712
OAT_N,140.7079,50,35,20,5160.825337,0.402654177,24.07244383,13608.20245
OAT_N,132.5444,50,35,20,5108.835202,0.390666076,22.85588055,13565.86046
OAT_N,132.8962,50,35,20,5111.075679,0.391182694,22.90830745,13567.68515
OAT_N,124.1852,50,35,20,5055.598731,0.378390589,21.61015313,13522.50342
OAT_N,129.947,50,35,20,5092.293379,0.386851793,22.46880375,13552.38841
OAT_N,135.8745,50,35,20,5130.043305,0.395556328,23.35214776,13583.13284
OAT_N,143.4557,50,35,20,5178.324999,0.406689322,24.48193395,13622.45459
OAT_N,149.3256,50,35,20,5215.708093,0.415309271,25.35669414,13652.90026
OAT_N,123.6677,50,35,20,5052.302977,0.37763064,21.53303284,13519.81928
